ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P05452,Tetranectin,CLEC3B,37409,X64559,P05452,TETN_HUMAN,1HTN; 1RJH; 1TN3; 3L9J,,CLEC3B,HGNC:11891,Human,DB00031
P05787,"Keratin, type II cytoskeletal 8",KRT8,181573,M34482,P05787,K2C8_HUMAN,,,KRT8,HGNC:6446,Human,DB00031
P27797,Calreticulin,CALR,337487,M32294,P27797,CALR_HUMAN,2CLR; 3DOW; 3POS; 3POW,,CALR,HGNC:1455,Human,DB00025; DB00031; DB01065
Q07954,Prolow-density lipoprotein receptor-related protein 1,LRP1,34339,X13916,Q07954,LRP1_HUMAN,1CR8; 1D2L; 1J8E; 2FYJ; 2FYL; 2KNX; 2KNY,,LRP1,HGNC:6692,Human,DB00025; DB00031; DB00100
P05154,Plasma serine protease inhibitor,SERPINA5,180550,J02639,P05154,IPSP_HUMAN,1LQ8; 1PAI; 2HI9; 2OL2; 2PAI; 3DY0,,SERPINA5,HGNC:8723,Human,DB00013; DB00055; DB05413
P14543,Nidogen-1,NID1,189209,M30269,P14543,NID1_HUMAN,1NDX,,NID1,HGNC:7821,Human,DB00013
P13727,Bone marrow proteoglycan,PRG2,34476,Y00809,P13727,PRG2_HUMAN,1H8U; 2BRS; 4QXX,,PRG2,HGNC:9362,Human,DB00020
P32927,Cytokine receptor common subunit beta,CSF2RB,487425,M59941,P32927,IL3RB_HUMAN,1C8P; 1EGJ; 1GH7; 2GYS; 4NKQ,,CSF2RB,HGNC:2436,Human,DB00020; DB05264
P34741,Syndecan-2,SDC2,386787,J04621,P34741,SDC2_HUMAN,,,SDC2,HGNC:10659,Human,DB00020
O14832,"Phytanoyl-CoA dioxygenase, peroxisomal",PHYH,2564671,AF023462,O14832,PAHX_HUMAN,2A1X,,PHYH,HGNC:8940,Human,DB00025; DB00126
P07307,Asialoglycoprotein receptor 2,ASGR2,179081,M11025,P07307,ASGR2_HUMAN,,,ASGR2,HGNC:743,Human,DB00025
P49257,Protein ERGIC-53,LMAN1,433938,X71661,P49257,LMAN1_HUMAN,3A4U; 3LCP; 3WHT; 3WHU; 3WNX; 4GKX; 4GKY,,LMAN1,HGNC:6631,Human,DB00025
Q8NI22,Multiple coagulation factor deficiency protein 2,MCFD2,20799383,AF475284,Q8NI22,MCFD2_HUMAN,2VRG; 3A4U; 3LCP; 3WHT; 3WHU; 3WNX,,MCFD2,HGNC:18451,Human,DB00025
P01906,"HLA class II histocompatibility antigen, DQ alpha 2 chain",HLA-DQA2,493166,M29615,P01906,DQA2_HUMAN,,,HLA-DQA2,HGNC:4943,Human,DB00071
P06400,Retinoblastoma-associated protein,RB1,190959,M15400,P06400,RB_HUMAN,1AD6; 1GH6; 1GUX; 1H25; 1N4M; 1O9K; 1PJM; 2AZE; 2QDJ; 2R7G; 3N5U; 3POM; 4CRI; 4ELJ; 4ELL,,RB1,HGNC:9884,Human,DB00030; DB00071
P16519,Neuroendocrine convertase 2,PCSK2,189652,J05252,P16519,NEC2_HUMAN,,,PCSK2,HGNC:8744,Human,DB00030; DB00071
P29120,Neuroendocrine convertase 1,PCSK1,35318,X64810,P29120,NEC1_HUMAN,,,PCSK1,HGNC:8743,Human,DB00030; DB00071
Q16270,Insulin-like growth factor-binding protein 7,IGFBP7,307151,L19182,Q16270,IBP7_HUMAN,,,IGFBP7,HGNC:5476,Human,DB00030; DB00071
Q96C24,Synaptotagmin-like protein 4,SYTL4,21753104,AK094110,Q96C24,SYTL4_HUMAN,2CSZ; 3FDW,,SYTL4,HGNC:15588,Human,DB00030; DB00071
P05981,Serine protease hepsin,HPN,306886,M18930,P05981,HEPS_HUMAN,1O5E; 1O5F; 1P57; 1Z8G; 3T2N,,HPN,HGNC:5155,Human,DB00036; DB00522; DB03297; DB03643; DB03865
O14786,Neuropilin-1,NRP1,2407641,AF018956,O14786,NRP1_HUMAN,1KEX; 2QQI; 2QQM; 2QQN; 3I97; 4DEQ; 4RN5,,NRP1,HGNC:8004,Human,DB00039; DB04895
P02461,Collagen alpha-1(III) chain,COL3A1,30058,X14420,P02461,CO3A1_HUMAN,2V53; 3DMW; 4AE2; 4AEJ; 4AK3; 4GYX,,COL3A1,HGNC:2201,Human,DB00048
P11362,Fibroblast growth factor receptor 1,FGFR1,31368,X51803,P11362,FGFR1_HUMAN,1AGW; 1CVS; 1EVT; 1FGI; 1FGK; 1FQ9; 1XR0; 2CR3; 2FGI; 3C4F; 3DPK; 3GQI; 3GQL; 3JS2; 3KRJ; 3KRL; 3KXX; 3KY2; 3OJV; 3RHX; 3TT0; 3WJ6; 4F63; 4F64; 4F65; 4NK9; 4NKA; 4NKS; 4RWI; 4RWJ; 4RWK; 4RWL; 4UWB; 4UWC; 4UWY; 4V01; 4V04; 4V05; 4WUN; 4ZSA; 5A46; 5A4C; 5AM6; 5AM7,,FGFR1,HGNC:3688,Human,DB00039; DB00398; DB02058; DB05014; DB07525; DB07840; DB08577; DB08896; DB08901; DB09078; DB09079
P22607,Fibroblast growth factor receptor 3,FGFR3,182569,M58051,P22607,FGFR3_HUMAN,1RY7; 2LZL; 4K33,,FGFR3,HGNC:3690,Human,DB00039; DB05014; DB06589; DB08901; DB09078; DB09079
O95838,Glucagon-like peptide 2 receptor,GLP2R,4324491,AF105367,O95838,GLP2R_HUMAN,,,GLP2R,HGNC:4325,Human,DB00040; DB08900
P07711,Cathepsin L1,CTSL,29715,X12451,P07711,CATL1_HUMAN,1CJL; 1CS8; 1ICF; 1MHW; 2NQD; 2VHS; 2XU1; 2XU3; 2XU4; 2XU5; 2YJ2; 2YJ8; 2YJ9; 2YJB; 2YJC; 3BC3; 3H89; 3H8B; 3H8C; 3HHA; 3HWN; 3IV2; 3K24; 3KSE; 3OF8; 3OF9; 4AXL; 4AXM,,CTSL,HGNC:2537,Human,DB03661; DB07477
P23763,Vesicle-associated membrane protein 1,VAMP1,338625,M36200,P23763,VAMP1_HUMAN,,,VAMP1,HGNC:12642,Human,DB00042
P63027,Vesicle-associated membrane protein 2,VAMP2,338632,M36205,P63027,VAMP2_HUMAN,3FIE; 3FII; 3RK2; 3RK3; 3RL0,,VAMP2,HGNC:12643,Human,DB00042
Q8N9I0,Synaptotagmin-2,SYT2,21748879,AK090672,Q8N9I0,SYT2_HUMAN,,,SYT2,HGNC:11510,Human,DB00042
Q01362,High affinity immunoglobulin epsilon receptor subunit beta,MS4A2,219882,D10583,Q01362,FCERB_HUMAN,,,MS4A2,HGNC:7316,Human,DB00043
P02458,Collagen alpha-1(II) chain,COL2A1,29516,X16468,P02458,CO2A1_HUMAN,1U5M; 2FSE; 2SEB,,COL2A1,HGNC:2200,Human,DB00048
P08123,Collagen alpha-2(I) chain,COL1A2,179596,J03464,P08123,CO1A2_HUMAN,,,COL1A2,HGNC:2198,Human,DB00048
P35237,Serpin B6,SERPINB6,297412,Z22658,P35237,SPB6_HUMAN,,,SERPINB6,HGNC:8950,Human,DB00055
Q96LZ3,Calcineurin subunit B type 2,PPP3R2,33150800,AF145026,Q96LZ3,CANB2_HUMAN,,,PPP3R2,HGNC:9318,Human,DB00091; DB04906
P35346,Somatostatin receptor type 5,SSTR5,431095,L14865,P35346,SSR5_HUMAN,,,SSTR5,HGNC:11334,Human,DB00104; DB04894; DB06663; DB06791
P48147,Prolyl endopeptidase,PREP,558596,X74496,P48147,PPCE_HUMAN,3DDU,,PREP,HGNC:9358,Human,DB01684; DB01769; DB03382; DB03535; DB03864; DB07148; DB08738; DB08739
O94903,Proline synthase co-transcribed bacterial homolog protein,PROSC,4126978,AB018566,O94903,PROSC_HUMAN,,,PROSC,HGNC:9457,Human,DB00114; DB00172
P11216,"Glycogen phosphorylase, brain form",PYGB,307200,J03544,P11216,PYGB_HUMAN,,,PYGB,HGNC:9723,Human,DB00114
P20711,Aromatic-L-amino-acid decarboxylase,DDC,181521,M76180,P20711,DDC_HUMAN,3RBF; 3RBL; 3RCH,,DDC,HGNC:2719,Human,DB00114; DB00190; DB00968; DB05307
Q2TU84,Aspartate aminotransferase,GIG18,46981967,AY513279,Q2TU84,Q2TU84_HUMAN,,,GIG18,,Human,DB00114; DB00128; DB00142
Q49AK1,GAD1 protein,GAD1,71297135,BC036552,Q49AK1,Q49AK1_HUMAN,,GAD1,GAD1,HGNC:4092,Human,DB00114
Q53ET4,Serine hydroxymethyltransferase,,62898842,AK223555,Q53ET4,Q53ET4_HUMAN,,,,,Human,DB00114; DB00116; DB00145
Q59FK2,Selenocysteine lyase variant,,62088496,AB209458,Q59FK2,Q59FK2_HUMAN,,,,,Human,DB00114
Q59GM9,"Alpha-1,4 glucan phosphorylase",,62087740,AB209080,Q59GM9,Q59GM9_HUMAN,,,,,Human,DB00114
Q59HE2,Ornithine aminotransferase variant,,62087214,AB208817,Q59HE2,Q59HE2_HUMAN,,,,,Human,DB00114
Q5JAM2,5-aminolevulinate synthase,ALAS1,33112016,AY260745,Q5JAM2,Q5JAM2_HUMAN,,,,,Human,DB00114
Q5VZ30,"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)",GAD2,55662653,AL162503,Q5VZ30,Q5VZ30_HUMAN,,,GAD2,,Human,DB00114
Q6IBS8,DDC protein,DDC,48145565,CR456724,Q6IBS8,Q6IBS8_HUMAN,,,DDC,,Human,DB00114
Q6P996,Pyridoxal-dependent decarboxylase domain-containing protein 1,PDXDC1,38174269,BC060871,Q6P996,PDXD1_HUMAN,,,PDXDC1,HGNC:28995,Human,DB00114
Q6YP21,Kynurenine--oxoglutarate transaminase 3,CCBL2,37542047,AY028624,Q6YP21,KAT3_HUMAN,,,CCBL2,HGNC:33238,Human,DB00114; DB00142
Q6ZQY3,Acidic amino acid decarboxylase GADL1,GADL1,34536121,AK128643,Q6ZQY3,GADL1_HUMAN,,,GADL1,HGNC:27949,Human,DB00114
Q8IUZ5,5-phosphohydroxy-L-lysine phospho-lyase,PHYKPL,18027842,AF318375,Q8IUZ5,AT2L2_HUMAN,,,AGXT2L2,HGNC:28249,Human,DB00114; DB00160
Q8IVA8,"Glutamate decarboxylase 1 (Brain, 67kDa)",GAD1,23138819,BC037780,Q8IVA8,Q8IVA8_HUMAN,,,GAD1,,Human,DB00114
Q8TD30,Alanine aminotransferase 2,GPT2,19046894,AY029173,Q8TD30,ALAT2_HUMAN,3IHJ,,GPT2,HGNC:18062,Human,DB00114; DB00142; DB00160; DB00780
Q96EN8,Molybdenum cofactor sulfurase,MOCOS,7021017,AK000740,Q96EN8,MOCOS_HUMAN,,,MOCOS,HGNC:18234,Human,DB00114
Q96GA7,Serine dehydratase-like,SDSL,33150744,AF134473,Q96GA7,SDSL_HUMAN,2RKB,,SDSL,HGNC:30404,Human,DB00114
Q96JQ3,P-selectin cytoplasmic tail-associated protein (PCAP),pcap,14495153,AB044561,Q96JQ3,Q96JQ3_HUMAN,,,pcap,,Human,DB00114
Q9BXA1,Hepatic peroxysomal alanine:glyoxylate aminotransferase,,13560684,AF348451,Q9BXA1,Q9BXA1_HUMAN,,,,,Human,DB00114
Q9HD40,O-phosphoseryl-tRNA(Sec) selenium transferase,SEPSECS,7652498,AF146396,Q9HD40,SPCS_HUMAN,3HL2,,SEPSECS,HGNC:30605,Human,DB00114
Q9NUV7,Serine palmitoyltransferase 3,SPTLC3,7023574,AK001974,Q9NUV7,SPTC3_HUMAN,,,SPTLC3,HGNC:16253,Human,DB00114
Q9UGI5,Glutamic acid decarboxylase,GAD65,6562440,AJ251501,Q9UGI5,Q9UGI5_HUMAN,,,GAD65,,Human,DB00114; DB00780
Q9UJX1,Alanine-glyoxylate aminotransferase homolog,TLH6,6176530,AF191687,Q9UJX1,Q9UJX1_HUMAN,,,TLH6,,Human,DB00114
Q9Y4U1,Methylmalonic aciduria and homocystinuria type C protein,MMACHC,52545527,AL080062,Q9Y4U1,MMAC_HUMAN,3SBY; 3SBZ; 3SC0; 3SOM,,MMACHC,HGNC:24525,Human,DB00115; DB00200
P42898,Methylenetetrahydrofolate reductase,MTHFR,6139053,U09806,P42898,MTHR_HUMAN,,,MTHFR,HGNC:7436,Human,DB00115; DB00116
Q96DP5,"Methionyl-tRNA formyltransferase, mitochondrial",MTFMT,133777035,BC016630,Q96DP5,FMT_HUMAN,,,MTFMT,HGNC:29666,Human,DB00116
O14939,Phospholipase D2,PLD2,2645858,AF033850,O14939,PLD2_HUMAN,,,PLD2,HGNC:9068,Human,DB00122
P06276,Cholinesterase,BCHE,1311630,M32391,P06276,CHLE_HUMAN,1EHO; 1EHQ; 1KCJ; 1P0I; 1P0M; 1P0P; 1P0Q; 1XLU; 1XLV; 1XLW; 2J4C; 2PM8; 2WID; 2WIF; 2WIG; 2WIJ; 2WIK; 2WIL; 2WSL; 2XMB; 2XMC; 2XMD; 2XMG; 2XQF; 2XQG; 2XQI; 2XQJ; 2XQK; 2Y1K; 3DJY; 3DKK; 3O9M; 4AQD; 4AXB; 4B0O; 4B0P; 4BBZ; 4BDS; 4TPK; 4XII,,BCHE,HGNC:983,Human,DB00122; DB00382; DB00449; DB00545; DB00674; DB00677; DB00733; DB00772; DB00941; DB00944; DB00989; DB01010; DB01057; DB01226; DB02811; DB02845; DB03568; DB03672; DB03814; DB03822; DB04250; DB04251; DB04892; DB07681; DB07940; DB08200; DB08201; DB08658
Q13393,Phospholipase D1,PLD1,1185463,U38545,Q13393,PLD1_HUMAN,,,PLD1,HGNC:9067,Human,DB00122; DB05301
Q8TCT1,Phosphoethanolamine/phosphocholine phosphatase,PHOSPHO1,20196839,AJ457189,Q8TCT1,PHOP1_HUMAN,,,PHOSPHO1,HGNC:16815,Human,DB00122
P09210,Glutathione S-transferase A2,GSTA2,306811,M16594,P09210,GSTA2_HUMAN,1AGS; 2VCT; 2WJU; 4ACS,,GSTA2,HGNC:4627,Human,DB00143; DB00608
O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",PLOD2,2138314,U84573,O00469,PLOD2_HUMAN,,,PLOD2,HGNC:9082,Human,DB00126
P19971,Thymidine phosphorylase,TYMP,189701,M63193,P19971,TYPH_HUMAN,1UOU; 2J0F; 2WK5; 2WK6,,ECGF1,HGNC:3148,Human,DB02631
O00519,Fatty-acid amide hydrolase 1,FAAH,2149156,U82535,O00519,FAAH1_HUMAN,,,FAAH,HGNC:3553,Human,DB00599; DB02465; DB06894; DB08385; DB08400
O60568,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",PLOD3,3153235,AF046889,O60568,PLOD3_HUMAN,,,PLOD3,HGNC:9083,Human,DB00126; DB00139
P27338,Amine oxidase [flavin-containing] B,MAOB,398415,S62734,P27338,AOFB_HUMAN,1GOS; 1H8R; 1OJ9; 1OJA; 1OJC; 1OJD; 1S2Q; 1S2Y; 1S3B; 1S3E; 2BK3; 2BK4; 2BK5; 2BYB; 2C64; 2C65; 2C66; 2C67; 2C70; 2C72; 2C73; 2C75; 2C76; 2V5Z; 2V60; 2V61; 2VRL; 2VRM; 2VZ2; 2XCG; 2XFN; 2XFO; 2XFP; 2XFQ; 2XFU; 3PO7; 3ZYX; 4A79; 4A7A; 4CRT,,MAOB,HGNC:6834,Human,DB00182; DB00191; DB00752; DB00780; DB00909; DB01037; DB01247; DB01363; DB01367; DB01442; DB01472; DB01577; DB01626; DB02095; DB02211; DB02509; DB02643; DB03147; DB03894; DB04147; DB04307; DB04677; DB04820; DB04821; DB04832; DB07512; DB07513; DB08082; DB08176; DB08480; DB08516
O75936,Gamma-butyrobetaine dioxygenase,BBOX1,3746805,AF082868,O75936,BODG_HUMAN,3MS5; 3N6W; 3O2G; 4BG1; 4BGK; 4BGM; 4BHF; 4BHG; 4BHI; 4C5W; 4C8R; 4CWD,,BBOX1,HGNC:964,Human,DB00126; DB00139
P21397,Amine oxidase [flavin-containing] A,MAOA,187353,M68840,P21397,AOFA_HUMAN,1H8Q; 2BXR; 2BXS; 2Z5X; 2Z5Y,,MAOA,HGNC:6833,Human,DB00191; DB00752; DB00780; DB00805; DB00909; DB01037; DB01171; DB01247; DB01363; DB01442; DB01472; DB01577; DB01626; DB03147; DB04017; DB04820; DB04821; DB04832; DB04850; DB05205; DB07641; DB07919
O14735,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,CDIPT,2338732,AF014807,O14735,CDIPT_HUMAN,,,CDIPT,HGNC:1769,Human,DB03106
P19021,Peptidyl-glycine alpha-amidating monooxygenase,PAM,189595,M37721,P19021,AMD_HUMAN,,,PAM,HGNC:8596,Human,DB00126; DB02598; DB04150
Q9HBH1,"Peptide deformylase, mitochondrial",PDF,11320944,AF239156,Q9HBH1,DEFM_HUMAN,3G5K; 3G5P,,PDF,HGNC:30012,Human,DB04310; DB04368
Q32P28,Prolyl 3-hydroxylase 1,P3H1,11127636,AF097431,Q32P28,P3H1_HUMAN,,,LEPRE1,HGNC:19316,Human,DB00126; DB00139; DB00172
Q6N063,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2,OGFOD2,34364724,BX640675,Q6N063,OGFD2_HUMAN,,,OGFOD2,HGNC:25823,Human,DB00126
P47989,Xanthine dehydrogenase/oxidase,XDH,10336525,D11456,P47989,XDH_HUMAN,2CKJ; 2E1Q,,XDH,HGNC:12805,Human,DB00437; DB00583; DB01685; DB03147; DB03328; DB03516; DB03841; DB04854; DB05262
Q6NS38,DNA oxidative demethylase ALKBH2,ALKBH2,53988530,AY754389,Q6NS38,ALKB2_HUMAN,3BTX; 3BTY; 3BTZ; 3BU0; 3BUC; 3H8O; 3H8R; 3H8X; 3RZG; 3RZH; 3RZJ; 3RZK; 3RZL; 3RZM; 3S57; 3S5A; 4MG2; 4MGT,,ALKBH2,HGNC:32487,Human,DB00126
Q8IVL5,Prolyl 3-hydroxylase 2,P3H2,27526730,AJ430351,Q8IVL5,P3H2_HUMAN,,,LEPREL1,HGNC:19317,Human,DB00126; DB00139; DB00172
P50750,Cyclin-dependent kinase 9,CDK9,493130,L25676,P50750,CDK9_HUMAN,1PF6; 3BLH; 3BLQ; 3BLR; 3LQ5; 3MI9; 3MIA; 3MY1; 3TN8; 3TNH; 3TNI; 4BCF; 4BCG; 4BCH; 4BCI; 4BCJ; 4EC8; 4EC9; 4IMY; 4OGR; 4OR5,,CDK9,HGNC:1780,Human,DB03496
Q8IVL6,Prolyl 3-hydroxylase 3,P3H3,1200503,U47924,Q8IVL6,P3H3_HUMAN,,,LEPREL2,HGNC:19318,Human,DB00126; DB00139; DB00172
Q8N543,Prolyl 3-hydroxylase OGFOD1,OGFOD1,21410525,BC032919,Q8N543,OGFD1_HUMAN,4NHX; 4NHY,,OGFOD1,HGNC:25585,Human,DB00126
Q96KS0,Egl nine homolog 2,EGLN2,14547148,AJ310544,Q96KS0,EGLN2_HUMAN,,,EGLN2,HGNC:14660,Human,DB00126; DB04847
Q00534,Cyclin-dependent kinase 6,CDK6,36623,X66365,Q00534,CDK6_HUMAN,1BI7; 1BI8; 1BLX; 1G3N; 1JOW; 1XO2; 2EUF; 2F2C; 3NUP; 3NUX; 4AUA; 4EZ5; 4TTH,,CDK6,HGNC:1777,Human,DB03496; DB07379; DB07795; DB09073
Q96Q83,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,ALKBH3,16326129,AB042029,Q96Q83,ALKB3_HUMAN,2IUW,,ALKBH3,HGNC:30141,Human,DB00126
P00813,Adenosine deaminase,ADA,28380,X02994,P00813,ADA_HUMAN,1M7M; 3IAR,,ADA,HGNC:186,Human,DB00552; DB00975; DB02096; DB02472; DB02616; DB02830; DB03015; DB03220; DB03370; DB03572; DB04218; DB04440; DB07711; DB07783; DB07785; DB07786
Q9BY66,Lysine-specific demethylase 5D,KDM5D,1661016,U52191,Q9BY66,KDM5D_HUMAN,2E6R; 2YQE,,JARID1D,HGNC:11115,Human,DB00126
P11802,Cyclin-dependent kinase 4,CDK4,456427,M14505,P11802,CDK4_HUMAN,1LD2; 2W96; 2W99; 2W9F; 2W9Z; 3G33,,CDK4,HGNC:1773,Human,DB02733; DB03496; DB09073
Q9GZT9,Egl nine homolog 1,EGLN1,11345052,AF246631,Q9GZT9,EGLN1_HUMAN,2G19; 2G1M; 2HBT; 2HBU; 2Y33; 2Y34; 3HQR; 3HQU; 3OUH; 3OUI; 3OUJ; 4BQW; 4BQX; 4BQY; 4JZR; 4KBZ; 4UWD; 5A3U,,EGLN1,HGNC:1232,Human,DB00126; DB04847; DB07112; DB08687
P48544,G protein-activated inward rectifier potassium channel 4,KCNJ5,1055026,U39195,P48544,KCNJ5_HUMAN,,,KCNJ5,HGNC:6266,Human,DB00898; DB01016
Q9H6Z9,Egl nine homolog 3,EGLN3,14547150,AJ310545,Q9H6Z9,EGLN3_HUMAN,,,EGLN3,HGNC:14661,Human,DB00126; DB04847
Q9NVH6,"Trimethyllysine dioxygenase, mitochondrial",TMLHE,15553435,AF373407,Q9NVH6,TMLH_HUMAN,,,TMLHE,HGNC:18308,Human,DB00126; DB00139
Q9NXG6,Transmembrane prolyl 4-hydroxylase,P4HTM,28566186,AY198406,Q9NXG6,P4HTM_HUMAN,,,,HGNC:28858,Human,DB00126
P49336,Cyclin-dependent kinase 8,CDK8,1000491,X85753,P49336,CDK8_HUMAN,3RGF; 4CRL; 4F6S; 4F6U; 4F6W; 4F70; 4F7J; 4F7L; 4F7N; 4F7S; 4G6L; 5BNJ,,CDK8,HGNC:1779,Human,DB03496
P22234,Multifunctional protein ADE2,PAICS,28384,X53793,P22234,PUR6_HUMAN,2H31,,PAICS,HGNC:8587,Human,DB00128
Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B,CACNA1B,179758,M94172,Q00975,CAC1B_HUMAN,2LCM,,CACNA1B,HGNC:1389,Human,DB00381; DB00661; DB00996; DB01202; DB08838
P27708,CAD protein,CAD,1228049,D78586,P27708,PYR1_HUMAN,4BY3; 4C6B; 4C6C; 4C6D; 4C6E; 4C6F; 4C6I; 4C6J; 4C6K; 4C6L; 4C6M; 4C6N; 4C6O; 4C6P; 4C6Q,,CAD,HGNC:1424,Human,DB00128; DB03459
P30520,Adenylosuccinate synthetase isozyme 2,ADSS,415849,X66503,P30520,PURA2_HUMAN,2V40,,ADSS,HGNC:292,Human,DB00128
Q6PI48,"Aspartate--tRNA ligase, mitochondrial",DARS2,56203852,AL109921,Q6PI48,SYDM_HUMAN,4AH6,,DARS2,HGNC:25538,Human,DB00128
Q7L266,Isoaspartyl peptidase/L-asparaginase,ASRGL1,127798426,BC021295,Q7L266,ASGL1_HUMAN,3TKJ; 4ET0; 4O0C; 4O0D; 4O0E; 4O0F; 4O0G; 4O0H; 4OSX; 4OSY; 4PVP; 4PVQ; 4PVR; 4PVS,,ASRGL1,HGNC:16448,Human,DB00128; DB00174
Q8N142,Adenylosuccinate synthetase isozyme 1,ADSSL1,21303413,AY037159,Q8N142,PURA1_HUMAN,2GJO,,ADSSL1,HGNC:20093,Human,DB00128; DB02109; DB03510; DB04137; DB04315; DB04418; DB04566
Q96HD9,N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming),ACY3,21654856,AY040761,Q96HD9,ACY3_HUMAN,,,ACY3,HGNC:24104,Human,DB00128
O95190,Ornithine decarboxylase antizyme 2,OAZ2,3766170,AF057297,O95190,OAZ2_HUMAN,,,OAZ2,HGNC:8096,Human,DB00129
Q9UMX2,Ornithine decarboxylase antizyme 3,OAZ3,5802609,AF175296,Q9UMX2,OAZ3_HUMAN,,,OAZ3,HGNC:8097,Human,DB00129
O15067,Phosphoribosylformylglycinamidine synthase,PFAS,2224663,AB002359,O15067,PUR4_HUMAN,,,PFAS,HGNC:8863,Human,DB00142
O75879,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",GATB,3599964,AF026851,O75879,GATB_HUMAN,,,PET112L,HGNC:8849,Human,DB00142
P15104,Glutamine synthetase,GLUL,31833,Y00387,P15104,GLNA_HUMAN,2OJW; 2QC8,,GLUL,HGNC:4341,Human,DB00130; DB00142
Q6IA69,Glutamine-dependent NAD(+) synthetase,NADSYN1,28849201,AB091316,Q6IA69,NADE_HUMAN,,,NADSYN1,HGNC:29832,Human,DB00142
O95864,Fatty acid desaturase 2,FADS2,4406528,AF126799,O95864,FADS2_HUMAN,,,FADS2,HGNC:3575,Human,DB00132
Q9GZR5,Elongation of very long chain fatty acids protein 4,ELOVL4,12044051,AF279654,Q9GZR5,ELOV4_HUMAN,,,ELOVL4,HGNC:14415,Human,DB00132
Q9H2M3,S-methylmethionine--homocysteine S-methyltransferase BHMT2,BHMT2,11907831,AF257473,Q9H2M3,BHMT2_HUMAN,,,BHMT2,HGNC:1048,Human,DB00134
Q07973,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",CYP24A1,306704,L13286,Q07973,CP24A_HUMAN,,,CYP24A1,HGNC:2602,Human,DB05024
P82251,"b(0,+)-type amino acid transporter 1",SLC7A9,5916108,AF141289,P82251,BAT1_HUMAN,,,SLC7A9,HGNC:11067,Human,DB00138
O14521,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",SDHD,2351037,AB006202,O14521,DHSD_HUMAN,,,SDHD,HGNC:10683,Human,DB00139; DB00756; DB04141; DB08689
O15460,Prolyl 4-hydroxylase subunit alpha-2,P4HA2,2439985,U90441,O15460,P4HA2_HUMAN,,,P4HA2,HGNC:8547,Human,DB00139; DB00172
P21912,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB,665925,U17248,P21912,SDHB_HUMAN,,,SDHB,HGNC:10681,Human,DB00139; DB04141; DB08689
P53597,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",SUCLG1,9409794,AF104921,P53597,SUCA_HUMAN,,,SUCLG1,HGNC:11449,Human,DB00139
P55809,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",OXCT1,1519052,U62961,P55809,SCOT1_HUMAN,3DLX,,OXCT1,HGNC:8527,Human,DB00139; DB02731
Q99643,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",SDHC,1814226,U57877,Q99643,C560_HUMAN,,,SDHC,HGNC:10682,Human,DB00139; DB04141; DB08689
Q9BXA5,Succinate receptor 1,SUCNR1,13517983,AF348078,Q9BXA5,SUCR1_HUMAN,,,SUCNR1,HGNC:4542,Human,DB00139
Q9BYC2,"Succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial",OXCT2,13548673,AB050193,Q9BYC2,SCOT2_HUMAN,,,OXCT2,HGNC:18606,Human,DB00139
Q9P2R7,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",SUCLA2,7328935,AB035863,Q9P2R7,SUCB1_HUMAN,,,SUCLA2,HGNC:11448,Human,DB00139
Q9UBX3,Mitochondrial dicarboxylate carrier,SLC25A10,6224534,AJ131612,Q9UBX3,DIC_HUMAN,,,SLC25A10,HGNC:10980,Human,DB00139
O60512,"Beta-1,4-galactosyltransferase 3",B4GALT3,2982510,Y12509,O60512,B4GT3_HUMAN,,,B4GALT3,HGNC:926,Human,DB00141
O60513,"Beta-1,4-galactosyltransferase 4",B4GALT4,3132900,AF038662,O60513,B4GT4_HUMAN,,,B4GALT4,HGNC:927,Human,DB00141
O60909,"Beta-1,4-galactosyltransferase 2",B4GALT2,2995442,Y12510,O60909,B4GT2_HUMAN,,,B4GALT2,HGNC:925,Human,DB00141
Q9UJ70,N-acetyl-D-glucosamine kinase,NAGK,6491737,AJ242910,Q9UJ70,NAGK_HUMAN,2CH5; 2CH6,,NAGK,HGNC:17174,Human,DB00141
